portfolio_size,rebalance_day,exit_buffer,long_term_period_days,short_term_period_days,initial_capital,use_threshold_rebalancing,final_value,total_return_pct,annualized_return_pct,sharpe_ratio,max_drawdown_pct,total_trades,transaction_costs,win_ratio_pct,days_to_recovery
5,5,1.5,200,60,100000,False,233661.81336071962,133.6618133607196,19.24741983141971,1.278006656545899,-15.001265022565436,265,2128.9599145022535,90.78014184397163,422
5,5,1.5,220,20,100000,False,227082.05442664912,127.08205442664911,18.543044758507964,1.215980845265036,-16.472688512066114,266,2147.774523881593,89.20863309352518,651
5,5,1.5,220,20,100000,True,203558.20891556464,103.55820891556462,15.884481086966673,1.0451184038465409,-21.6352688677957,312,2414.9750007166617,87.71929824561403,772
5,5,1.5,220,30,100000,False,229342.3177596742,129.3423177596742,18.78681285027779,1.2210118392840414,-16.47293477125058,267,2161.8982802416826,89.28571428571429,651
5,5,1.5,220,30,100000,True,208955.67038109613,108.95567038109616,16.515207640346397,1.010483094806349,-21.76698179966281,319,2694.95484871747,86.51685393258427,689
5,5,1.5,220,60,100000,False,214911.66019837232,114.91166019837232,17.196388580949808,1.1271938441421019,-16.472826373588322,267,2050.396025371273,90.20979020979021,686
5,5,1.5,220,60,100000,True,185736.82900235264,85.73682900235265,13.703096191345864,0.8481920108370726,-21.964169264262033,320,2608.3648851466583,85.95505617977528,777
5,5,2.0,180,20,100000,True,224746.12412651724,124.74612412651722,18.28908683756825,1.1475946351644477,-19.48061576876826,297,2244.5915316092164,89.33333333333333,605
5,5,2.0,180,20,100000,False,232422.1227674493,132.4221227674493,19.11592142673002,1.2473623560095481,-16.05805998913755,265,2071.3458687608518,90.29850746268657,557
5,5,2.0,180,30,100000,False,238594.30353691248,138.59430353691246,19.765211994818355,1.298809839033536,-16.083158909240748,266,2065.604216605469,89.85507246376811,557
5,5,2.0,180,30,100000,True,219223.642065073,119.22364206507301,17.68026695619833,1.132446317971143,-19.505132240139044,300,2275.023776102991,88.75,609
5,5,2.0,180,60,100000,True,231200.66525062302,131.20066525062302,18.985812234668153,1.195062828106721,-19.497209551166726,300,2262.8828723482666,88.0794701986755,609
5,5,2.0,180,60,100000,False,237474.10787017515,137.47410787017515,19.64836839197961,1.2992249205600714,-16.076307495117824,265,2067.0457939509565,89.39393939393939,557
5,5,2.0,200,20,100000,False,221194.0770645046,121.19407706450463,17.898875840840223,1.177301438678393,-16.209764026582675,263,2020.5400647345818,90.37037037037037,331
5,5,2.0,200,20,100000,True,211751.3210718375,111.7513210718375,16.83683409877499,1.0763747692028158,-17.26315400830327,298,2249.2040698002,89.40397350993378,602
5,5,2.0,200,30,100000,True,217443.11715536582,117.44311715536581,17.481383987783914,1.1106807840062516,-18.39086235701709,301,2216.1235706060475,87.26114649681529,693
5,5,2.0,200,30,100000,False,226665.90516061345,126.66590516061342,18.49795385878039,1.2141638155152301,-14.923267898400017,265,1986.9539940256057,90.29850746268657,639
5,5,2.0,200,60,100000,False,231524.68822890348,131.52468822890347,19.02038003196298,1.2625434948450838,-15.001265022565436,262,2061.367582199142,90.51094890510949,422
5,5,2.0,200,60,100000,True,219830.07898560067,119.83007898560065,17.747713108815756,1.1392222780335273,-18.467684475948275,295,2238.107339591155,89.1025641025641,693
5,5,2.0,220,20,100000,True,205630.9245811178,105.63092458111782,16.128240760838253,1.0068156312349248,-18.457262517527628,302,2332.049898818732,89.82035928143712,690
5,5,2.0,220,20,100000,False,231108.33517217104,131.10833517217105,18.975955140261913,1.249836510483043,-14.991706801045012,264,2123.7778026585875,89.78102189781022,421
5,5,2.0,220,30,100000,True,209853.6760891659,109.85367608916592,16.61888884451632,1.0375770001432452,-18.457600703694855,304,2401.0262371517797,90.53254437869822,689
5,5,2.0,220,30,100000,False,233408.6741275491,133.4086741275491,19.220613454932554,1.2544781897193447,-14.991957426660274,265,2137.5230661631326,89.85507246376811,421
5,5,2.0,220,60,100000,False,218779.8145640725,118.77981456407252,17.630811973168157,1.161377715807733,-14.991847106995026,264,1989.1729174701768,92.85714285714286,651
5,5,2.0,220,60,100000,True,210045.00084217437,110.04500084217437,16.640933204402696,1.0494969812921742,-18.45742984490686,303,2324.6020651389967,91.61676646706587,693
5,5,2.5,180,20,100000,False,232422.1227674493,132.4221227674493,19.11592142673002,1.2473623560095481,-16.05805998913755,265,2071.3458687608518,90.29850746268657,557
5,5,2.5,180,20,100000,True,224746.12412651724,124.74612412651722,18.28908683756825,1.1475946351644477,-19.48061576876826,297,2244.5915316092164,89.33333333333333,605
5,5,2.5,180,30,100000,True,219223.642065073,119.22364206507301,17.68026695619833,1.132446317971143,-19.505132240139044,300,2275.023776102991,88.75,609
5,5,2.5,180,30,100000,False,238594.30353691248,138.59430353691246,19.765211994818355,1.298809839033536,-16.083158909240748,266,2065.604216605469,89.85507246376811,557
5,5,2.5,180,60,100000,True,231200.66525062302,131.20066525062302,18.985812234668153,1.195062828106721,-19.497209551166726,300,2262.8828723482666,88.0794701986755,609
5,5,2.5,180,60,100000,False,237474.10787017515,137.47410787017515,19.64836839197961,1.2992249205600714,-16.076307495117824,265,2067.0457939509565,89.39393939393939,557
5,5,2.5,200,20,100000,False,221194.0770645046,121.19407706450463,17.898875840840223,1.177301438678393,-16.209764026582675,263,2020.5400647345818,90.37037037037037,331
5,5,2.5,200,30,100000,True,217443.11715536582,117.44311715536581,17.481383987783914,1.1106807840062516,-18.39086235701709,301,2216.1235706060475,87.26114649681529,693
5,5,2.5,200,20,100000,True,211751.3210718375,111.7513210718375,16.83683409877499,1.0763747692028158,-17.26315400830327,298,2249.2040698002,89.40397350993378,602
5,5,2.5,200,30,100000,False,226665.90516061345,126.66590516061342,18.49795385878039,1.2141638155152301,-14.923267898400017,265,1986.9539940256057,90.29850746268657,639
5,5,2.5,200,60,100000,True,219830.07898560067,119.83007898560065,17.747713108815756,1.1392222780335273,-18.467684475948275,295,2238.107339591155,89.1025641025641,693
5,5,2.5,200,60,100000,False,231524.68822890348,131.52468822890347,19.02038003196298,1.2625434948450838,-15.001265022565436,262,2061.367582199142,90.51094890510949,422
5,5,2.5,220,20,100000,False,229588.86237005985,129.58886237005984,18.813287210627582,1.278493830820917,-14.991706801045012,263,2153.972835547893,89.62962962962962,421
5,5,2.5,220,20,100000,True,206593.13927408773,106.59313927408776,16.24073969809121,1.0721861406803832,-18.457262517527628,299,2385.319895968902,89.1025641025641,690
5,5,2.5,220,60,100000,False,218779.8145640725,118.77981456407252,17.630811973168157,1.161377715807733,-14.991847106995026,264,1989.1729174701768,92.85714285714286,651
5,5,2.5,220,30,100000,False,231874.0772388242,131.87407723882419,19.057611020217212,1.2824746267159983,-14.991957426660274,264,2167.8723237106124,89.70588235294117,421
5,5,2.5,220,30,100000,True,211090.10745694523,111.09010745694525,16.761069835418052,1.110190296021686,-18.457600703694855,301,2456.784967196967,89.80891719745223,689
5,5,2.5,220,60,100000,True,210205.9970744267,110.20599707442669,16.65947079723655,1.0507327898150856,-18.45742984490686,302,2289.491478760356,91.56626506024097,693
5,5,3.0,180,20,100000,False,232422.1227674493,132.4221227674493,19.11592142673002,1.2473623560095481,-16.05805998913755,265,2071.3458687608518,90.29850746268657,557
5,5,3.0,180,20,100000,True,224746.12412651724,124.74612412651722,18.28908683756825,1.1475946351644477,-19.48061576876826,297,2244.5915316092164,89.33333333333333,605
5,5,3.0,180,30,100000,False,238594.30353691248,138.59430353691246,19.765211994818355,1.298809839033536,-16.083158909240748,266,2065.604216605469,89.85507246376811,557
5,5,3.0,180,30,100000,True,219223.642065073,119.22364206507301,17.68026695619833,1.132446317971143,-19.505132240139044,300,2275.023776102991,88.75,609
5,5,3.0,180,60,100000,False,237474.10787017515,137.47410787017515,19.64836839197961,1.2992249205600714,-16.076307495117824,265,2067.0457939509565,89.39393939393939,557
5,5,3.0,180,60,100000,True,231200.66525062302,131.20066525062302,18.985812234668153,1.195062828106721,-19.497209551166726,300,2262.8828723482666,88.0794701986755,609
